,pred,true,pred prob
0,2,2,"[3.4847216738853604e-05, 6.938769003816958e-10, 0.9999651908874512, 2.010182909017999e-09]"
1,3,3,"[3.904274681332254e-09, 0.0009350221371278167, 5.5453278037020937e-05, 0.9990094900131226]"
2,2,2,"[1.0428302665843603e-08, 3.257114440202713e-05, 0.9999674558639526, 8.367414316978738e-09]"
3,1,1,"[2.0530568356491585e-09, 0.9955551028251648, 7.660275969101349e-07, 0.004444235470145941]"
4,3,3,"[8.58510538819246e-05, 0.0004149168380536139, 1.298104143643286e-05, 0.9994863271713257]"
5,3,3,"[0.00021881111024413258, 0.0004005350056104362, 0.004274728707969189, 0.9951059818267822]"
6,0,0,"[0.9999991655349731, 9.903359382557042e-12, 8.903986099539907e-07, 2.912990595266285e-12]"
7,0,0,"[0.962067186832428, 0.03786411136388779, 3.8226360629778355e-05, 3.0487002732115798e-05]"
8,2,2,"[4.0849040816581805e-10, 0.0004642220737878233, 0.9983748197555542, 0.0011609896318987012]"
9,2,2,"[2.535725570851355e-06, 1.9910854462068528e-05, 0.9999485015869141, 2.904747634602245e-05]"
10,3,3,"[2.054778997262474e-05, 0.0007988630095496774, 2.441850483592134e-06, 0.9991781115531921]"
11,1,1,"[0.00059511762810871, 0.7125186920166016, 0.0004998088115826249, 0.2863863706588745]"
12,1,1,"[9.862945876681906e-11, 0.9095442295074463, 0.07421521097421646, 0.01624060980975628]"
13,2,2,"[0.004729239270091057, 2.896244666317216e-07, 0.9952705502510071, 1.0173342152556978e-16]"
14,1,1,"[2.2904147911617656e-08, 0.9996163845062256, 0.00020910028251819313, 0.00017445744015276432]"
15,2,2,"[0.0012539310846477747, 0.0005915050278417766, 0.9978765249252319, 0.00027800831594504416]"
16,3,3,"[3.255138381064171e-07, 6.0579936871363316e-06, 2.2521273422171362e-05, 0.9999710321426392]"
17,3,3,"[0.003969225566834211, 1.0617934094625525e-05, 1.4187485630756669e-09, 0.9960202574729919]"
18,2,2,"[4.1579599496799347e-07, 3.5206699976697564e-05, 0.8687705993652344, 0.1311938315629959]"
19,1,1,"[0.004074121825397015, 0.8825325965881348, 0.06868697702884674, 0.04470624774694443]"
20,0,0,"[0.9957749247550964, 0.00010736951662693173, 0.0041154175996780396, 2.2809081201558e-06]"
21,3,3,"[1.0094011182459894e-09, 0.000151962143718265, 2.0088864403078333e-06, 0.9998459815979004]"
22,2,2,"[6.799216976105527e-07, 2.684213882275799e-07, 0.9999990463256836, 4.686484186833262e-11]"
23,2,2,"[0.04179606959223747, 0.0002878480008803308, 0.9578902721405029, 2.5796609406825155e-05]"
24,3,3,"[3.6073422894633556e-12, 8.039312524488196e-05, 3.6094473898629076e-07, 0.9999192953109741]"
25,3,3,"[2.2352741879672067e-09, 1.3735371794609819e-05, 5.8209771225392615e-08, 0.9999861717224121]"
26,1,1,"[6.1216305766720325e-06, 0.9998941421508789, 9.830637281993404e-05, 1.3735110542256734e-06]"
27,2,2,"[0.04178885370492935, 6.760772976122098e-06, 0.9582042694091797, 1.1784116082935725e-07]"
28,2,2,"[5.691056799150829e-07, 0.000920009333640337, 0.9835131764411926, 0.015566224232316017]"
29,2,2,"[5.809373959664299e-08, 2.327645461264183e-06, 0.993645191192627, 0.006352524273097515]"
30,2,2,"[5.981953421496655e-08, 0.2080392837524414, 0.7904102802276611, 0.0015503437025472522]"
31,2,2,"[2.82547460983551e-08, 0.00189885008148849, 0.9942765831947327, 0.0038245299365371466]"
32,0,0,"[0.9998055100440979, 0.00010274416854372248, 3.0734070843863037e-09, 9.180681081488729e-05]"
33,0,0,"[0.9999343156814575, 5.189308982522789e-10, 6.569076504092664e-05, 5.244715794473775e-13]"
34,0,0,"[0.9988760352134705, 7.425669107385957e-11, 0.001123914960771799, 1.6245592371344486e-10]"
35,1,1,"[5.861167298303483e-16, 0.9998823404312134, 1.1040472600143403e-05, 0.00010661419219104573]"
36,0,0,"[0.9863520860671997, 8.427780001651897e-11, 0.013647929765284061, 2.7507887935258706e-14]"
37,2,2,"[0.001140445820055902, 6.029750875313766e-05, 0.998799204826355, 1.1561783708202711e-07]"
38,1,1,"[4.795403896196149e-08, 0.9999738931655884, 4.79958828236704e-07, 2.5679564714664593e-05]"
39,2,2,"[6.635746119254549e-11, 0.002526153577491641, 0.9974737763404846, 1.172905861324125e-08]"
40,1,1,"[3.586303261152166e-20, 0.9996968507766724, 0.00030317046912387013, 2.403245935589382e-10]"
41,3,3,"[6.952292460482568e-05, 0.01120469719171524, 1.4633801583840977e-06, 0.9887242913246155]"
42,1,1,"[7.063602480705811e-11, 0.9941207766532898, 9.28708843161985e-08, 0.0058790636248886585]"
43,3,3,"[0.010133436881005764, 0.01113018486648798, 0.00011664566409308463, 0.9786197543144226]"
44,0,0,"[0.9971539974212646, 0.0003280435921624303, 9.188853255182039e-06, 0.0025087734684348106]"
45,2,2,"[0.0003990287077613175, 6.762466364307329e-05, 0.9995326995849609, 7.024070782790659e-07]"
46,1,1,"[0.008730231784284115, 0.9872649908065796, 0.003888308070600033, 0.00011647298379102722]"
47,0,0,"[0.8641974925994873, 0.04944707453250885, 0.022464513778686523, 0.06389084458351135]"
48,3,3,"[7.082732622620824e-09, 3.6283051940699806e-06, 1.5595363947795704e-05, 0.9999808073043823]"
49,1,1,"[0.018778560683131218, 0.9329264760017395, 0.04795511066913605, 0.0003398597182240337]"
50,2,2,"[0.0010630808537825942, 2.7668767277333473e-09, 0.9989369511604309, 4.141218988602547e-16]"
