,pred,true,pred prob
0,3,3,"[0.020579034462571144, 0.053919821977615356, 0.023132499307394028, 0.9023686051368713]"
1,2,2,"[0.021982243284583092, 0.02357596904039383, 0.9531558156013489, 0.001285992912016809]"
2,1,1,"[0.005116433370858431, 0.930741548538208, 0.01275231409817934, 0.05138969421386719]"
3,3,3,"[0.0031060564797371626, 0.16305048763751984, 0.043566491454839706, 0.7902769446372986]"
4,2,2,"[0.26111462712287903, 0.010318241082131863, 0.7281978726387024, 0.0003692039172165096]"
5,0,0,"[0.9372660517692566, 0.010131855495274067, 0.028105145320296288, 0.02449694089591503]"
6,3,3,"[0.0009599790791980922, 0.07652243226766586, 0.03970595449209213, 0.8828115463256836]"
7,1,1,"[0.0007426270167343318, 0.9148414134979248, 0.01647748053073883, 0.06793851405382156]"
8,1,1,"[0.03677422180771828, 0.9220960140228271, 0.016303775832057, 0.024826008826494217]"
9,0,0,"[0.8731262683868408, 0.09358194470405579, 0.02778339572250843, 0.005508414003998041]"
10,2,2,"[0.02883295714855194, 0.001433707308024168, 0.9606060981750488, 0.009127236902713776]"
11,2,2,"[0.03702404350042343, 0.10937652736902237, 0.8174230456352234, 0.036176446825265884]"
12,2,2,"[0.028098933398723602, 0.017703277990221977, 0.9364743828773499, 0.01772347465157509]"
13,3,3,"[0.0007931820000521839, 0.20285722613334656, 0.030493535101413727, 0.7658560276031494]"
14,1,1,"[0.16316580772399902, 0.8040072321891785, 0.011113476939499378, 0.021713392809033394]"
15,0,0,"[0.7425482273101807, 0.01196387317031622, 0.23817428946495056, 0.007313669193536043]"
16,2,2,"[0.0938190221786499, 0.00032543548149988055, 0.9050325155258179, 0.0008230015519075096]"
17,3,3,"[0.0791802704334259, 0.18706302344799042, 0.020748287439346313, 0.7130084037780762]"
18,2,2,"[0.0016356142004951835, 0.039024703204631805, 0.9060094356536865, 0.05333021283149719]"
19,1,1,"[0.00022112653823569417, 0.9892438650131226, 0.006054119672626257, 0.004480892792344093]"
20,2,2,"[0.02863496169447899, 0.09158282727003098, 0.8647793531417847, 0.015002859756350517]"
21,2,2,"[0.1306530237197876, 0.0047416603192687035, 0.8604124188423157, 0.004192892927676439]"
22,3,3,"[0.0020545131992548704, 0.0462212972342968, 0.002459487412124872, 0.9492647647857666]"
23,0,0,"[0.6097195148468018, 0.2707352340221405, 0.10809827595949173, 0.011446978896856308]"
24,1,1,"[0.01962052285671234, 0.9362685084342957, 0.025717057287693024, 0.018394017592072487]"
25,1,1,"[0.08089886605739594, 0.8571327924728394, 0.03164426237344742, 0.030324028804898262]"
26,3,3,"[0.000528631848283112, 0.06384461373090744, 0.01897262968122959, 0.916654109954834]"
27,1,1,"[0.0020664751064032316, 0.9583246111869812, 0.005286554340273142, 0.03432239219546318]"
28,2,2,"[0.03582848981022835, 0.12805716693401337, 0.7488800287246704, 0.08723433315753937]"
29,3,3,"[0.0016819470329210162, 0.1489526331424713, 0.02429119125008583, 0.825074315071106]"
30,2,2,"[0.0844111368060112, 0.053593385964632034, 0.8613118529319763, 0.000683596299495548]"
31,2,2,"[0.014456615783274174, 0.2798926532268524, 0.6776425838470459, 0.028008148074150085]"
32,0,0,"[0.874334990978241, 0.05743587017059326, 0.038368109613657, 0.02986105903983116]"
33,2,2,"[0.004523101728409529, 0.2897038161754608, 0.5279597043991089, 0.17781342566013336]"
34,2,2,"[0.009942246600985527, 0.23482775688171387, 0.6956897377967834, 0.05954030528664589]"
35,3,3,"[0.004993793088942766, 0.0099574513733387, 0.012302332557737827, 0.9727464914321899]"
36,0,0,"[0.7847659587860107, 0.033166900277137756, 0.012806426733732224, 0.1692606657743454]"
37,0,0,"[0.897167444229126, 0.05878492817282677, 0.022504867985844612, 0.02154272422194481]"
38,1,1,"[0.005645942408591509, 0.9586160182952881, 0.010630561038851738, 0.025107404217123985]"
39,2,2,"[0.06494520604610443, 0.083953358232975, 0.8084708452224731, 0.042630478739738464]"
40,3,3,"[0.029690181836485863, 0.025699051097035408, 0.03912424296140671, 0.905486524105072]"
41,1,1,"[0.007307408843189478, 0.7595366835594177, 0.18382234871387482, 0.04933357611298561]"
42,2,2,"[0.21110448241233826, 7.24971032468602e-05, 0.788752019405365, 7.101391383912414e-05]"
43,0,0,"[0.8347195982933044, 0.12480409443378448, 0.026060817763209343, 0.014415482059121132]"
44,3,3,"[0.002624732442200184, 0.14974777400493622, 0.029944999143481255, 0.8176825046539307]"
45,3,3,"[0.005493720527738333, 0.1129869744181633, 0.03335132449865341, 0.8481680154800415]"
46,1,1,"[0.0013714967062696815, 0.967344343662262, 0.005376072600483894, 0.025908006355166435]"
47,2,2,"[0.030495882034301758, 0.19286248087882996, 0.7367727756500244, 0.03986886888742447]"
48,3,3,"[0.003987382166087627, 0.07023807615041733, 0.026189791038632393, 0.8995848298072815]"
49,1,1,"[0.0007368650403805077, 0.9044129252433777, 0.0379425585269928, 0.05690765380859375]"
50,2,2,"[0.01567970961332321, 0.14278294146060944, 0.4302460551261902, 0.41129130125045776]"
51,1,1,"[0.0225360244512558, 0.784500241279602, 0.186967134475708, 0.005996589083224535]"
52,1,1,"[0.005776144098490477, 0.950797975063324, 0.023574963212013245, 0.019850973039865494]"
53,0,0,"[0.7495675086975098, 0.03189390152692795, 0.2179475873708725, 0.0005910284235142171]"
54,0,0,"[0.8022655248641968, 0.002770987804979086, 0.19051356613636017, 0.004449916537851095]"
55,0,0,"[0.9099594950675964, 0.00554325757548213, 0.06921045482158661, 0.015286790207028389]"
56,0,0,"[0.8759678602218628, 0.06015908718109131, 0.025725116953253746, 0.0381479375064373]"
57,1,1,"[0.016159772872924805, 0.9793745279312134, 0.0024985279887914658, 0.001967273186892271]"
58,2,2,"[0.31016016006469727, 0.04063329100608826, 0.5867389440536499, 0.06246761232614517]"
59,0,0,"[0.8978041410446167, 0.03110383450984955, 0.06422150880098343, 0.006870444864034653]"
60,1,1,"[0.0012697242200374603, 0.8815979361534119, 0.03737015649676323, 0.07976222038269043]"
61,2,2,"[0.002894055563956499, 0.191414475440979, 0.8004927039146423, 0.0051986840553581715]"
62,2,2,"[0.03132134675979614, 0.05414658039808273, 0.9102874398231506, 0.004244604613631964]"
63,2,2,"[0.005988443735986948, 0.030683502554893494, 0.9439010620117188, 0.019427059218287468]"
64,2,2,"[0.005194979719817638, 0.031156102195382118, 0.9241942167282104, 0.03945464640855789]"
65,1,2,"[0.013894232921302319, 0.5439502000808716, 0.4053939878940582, 0.03676154091954231]"
66,3,3,"[0.02351919561624527, 0.06881719082593918, 0.01238627266138792, 0.8952773213386536]"
67,1,1,"[0.016150811687111855, 0.9708589911460876, 0.0003226968983653933, 0.012667503207921982]"
68,1,1,"[0.0012887814082205296, 0.9531446695327759, 0.011030945926904678, 0.034535545855760574]"
69,3,3,"[0.030560052022337914, 0.040889203548431396, 0.05226493626832962, 0.87628573179245]"
70,1,1,"[0.00146000599488616, 0.9800648093223572, 0.0017120146658271551, 0.016763165593147278]"
71,1,1,"[0.0034017732832580805, 0.9049732685089111, 0.0428665429353714, 0.04875844717025757]"
72,0,0,"[0.8184347152709961, 0.00656351912766695, 0.16901323199272156, 0.005988543853163719]"
73,0,0,"[0.8753957748413086, 0.034105949103832245, 0.07667005807161331, 0.013828190974891186]"
74,1,1,"[0.0024220538325607777, 0.9650720357894897, 0.007049690932035446, 0.025456273928284645]"
75,1,1,"[1.0019392902904656e-05, 0.973378598690033, 0.009436162188649178, 0.017175262793898582]"
76,1,1,"[0.00213712640106678, 0.929068922996521, 0.015219248831272125, 0.05357464402914047]"
77,2,2,"[0.163535937666893, 0.015092611312866211, 0.817607045173645, 0.0037644063122570515]"
78,3,3,"[0.08235526084899902, 0.02458961308002472, 0.08670271933078766, 0.8063523769378662]"
79,3,3,"[0.14024215936660767, 0.02064892090857029, 0.040403224527835846, 0.7987056970596313]"
80,1,1,"[0.0026553638745099306, 0.8333911895751953, 0.023198366165161133, 0.14075511693954468]"
81,3,3,"[0.009496980346739292, 0.09081093966960907, 0.0365891270339489, 0.8631029725074768]"
82,0,0,"[0.9223151206970215, 0.011272384785115719, 0.05214023217558861, 0.0142722949385643]"
83,2,2,"[0.07197576761245728, 0.04865268990397453, 0.8613448143005371, 0.018026648089289665]"
84,2,2,"[0.07775135338306427, 0.00461524398997426, 0.8873323202133179, 0.03030106984078884]"
85,1,1,"[0.0012000941205769777, 0.9149717092514038, 0.058896515518426895, 0.024931758642196655]"
86,0,0,"[0.8359582424163818, 0.03823888301849365, 0.09633097052574158, 0.029471907764673233]"
87,2,2,"[0.009473561309278011, 0.09520156681537628, 0.8731026649475098, 0.02222227305173874]"
