,pred,true,pred prob
0,3,3,"[1.0002164569414642e-17, 1.4771978085192927e-10, 6.5008649600231416e-18, 1.0]"
1,3,3,"[9.94142056113181e-18, 6.05975255894009e-05, 8.676097174031838e-09, 0.9999394416809082]"
2,1,1,"[7.224048703653246e-18, 1.0, 3.115906543403094e-23, 8.03166096550338e-26]"
3,3,3,"[6.988010864406036e-12, 5.181738379178569e-05, 4.049402479999742e-10, 0.9999481439590454]"
4,3,3,"[5.126704394342596e-09, 1.0642572760843905e-06, 1.342381551694416e-06, 0.999997615814209]"
5,2,2,"[0.0010596759384498, 7.501006672924455e-16, 0.9989402890205383, 9.35342646052885e-19]"
6,3,3,"[7.308350452595036e-11, 4.756476457146164e-08, 3.321625996477451e-08, 1.0]"
7,3,3,"[1.0869831510579298e-12, 9.753616803109821e-10, 4.2392606699670683e-16, 1.0]"
8,1,1,"[6.503085288149524e-13, 0.9988118410110474, 0.00034880146267823875, 0.000839479558635503]"
9,3,3,"[6.385990369318917e-13, 1.1105214070994407e-05, 1.6989866708172485e-05, 0.999971866607666]"
10,3,3,"[5.872679426088823e-11, 2.5371554102093796e-07, 2.2280191558365914e-07, 0.9999995231628418]"
11,0,0,"[0.9999920129776001, 5.3806454986665714e-21, 7.982920578797348e-06, 9.876309347703686e-28]"
12,1,1,"[4.025218133525514e-14, 0.9999508857727051, 1.271393990087688e-09, 4.915697718388401e-05]"
13,2,2,"[3.7752417370029434e-07, 4.392712416034783e-09, 0.9999996423721313, 2.086919352606298e-11]"
14,1,1,"[6.830088494780284e-09, 0.9998430013656616, 0.0001566142018418759, 3.160305368510308e-07]"
15,2,2,"[3.9795790485186444e-07, 8.499112880144821e-08, 0.9997757077217102, 0.00022388625075109303]"
16,1,1,"[1.5056619145914496e-13, 0.9999985694885254, 9.540872980551285e-08, 1.337158323622134e-06]"
17,1,1,"[4.128286796613312e-14, 0.999944806098938, 1.3079445304597925e-09, 5.5152402637759224e-05]"
18,2,2,"[0.00321601633913815, 3.939766735072681e-09, 0.99677973985672, 4.295695816836087e-06]"
19,2,2,"[6.049310358191562e-13, 5.765378432442958e-07, 0.9999994039535522, 4.552243049746676e-16]"
20,0,0,"[0.9978850483894348, 0.00014931433543097228, 0.0019656342919915915, 1.104993962997014e-08]"
21,3,3,"[7.276739612364506e-17, 4.8625367621291105e-11, 1.6612086394516591e-15, 1.0]"
22,2,2,"[2.7461824589521122e-15, 2.924341047094714e-10, 0.9999998807907104, 8.293676501125447e-08]"
23,1,1,"[5.523868455492776e-17, 0.999957799911499, 3.291250050274641e-10, 4.223589348839596e-05]"
24,0,0,"[0.9999935626983643, 1.185519749924424e-06, 5.210395556787262e-06, 4.821310017888436e-10]"
25,3,3,"[7.698553417867515e-06, 5.0447916066787e-08, 1.0503995451216497e-09, 0.9999922513961792]"
26,3,3,"[8.276785620468948e-16, 9.30799578782171e-05, 1.3072171789474396e-08, 0.9999068975448608]"
27,1,1,"[2.3782438153361935e-23, 0.9994804263114929, 8.580056110041312e-10, 0.0005195727571845055]"
28,3,3,"[2.0317052524223198e-19, 1.7323916823644425e-12, 1.0307572737825004e-20, 1.0]"
29,0,0,"[0.999290943145752, 1.5897149915899966e-11, 0.0007090207654982805, 1.9670380778039817e-23]"
30,0,0,"[0.9999533891677856, 2.962854068755405e-06, 4.3616866605589166e-05, 1.277611046471283e-12]"
31,2,2,"[0.0005567329353652894, 3.983334995183441e-09, 0.9994432330131531, 5.487755290572602e-21]"
32,3,3,"[5.2993125610405115e-20, 8.301123677334488e-10, 1.1768762623115567e-17, 1.0]"
33,3,3,"[5.924064407428209e-14, 4.16702894412424e-09, 5.723311269356657e-10, 1.0]"
34,0,0,"[0.9999880790710449, 7.538939958418034e-12, 1.1908713531738613e-05, 3.3674012929078628e-15]"
35,3,3,"[2.925003642073598e-11, 1.9191370714821687e-09, 3.4891847254487707e-15, 1.0]"
36,3,3,"[1.1118990228271355e-19, 1.5082020504626306e-17, 2.8463101558844073e-13, 1.0]"
37,2,2,"[1.2185385011626182e-20, 2.1819963099811018e-13, 1.0, 1.2920372984488936e-18]"
38,2,2,"[4.655944033093995e-12, 2.1379364945062207e-09, 1.0, 3.7867437185923336e-08]"
39,3,3,"[2.1255632418615278e-06, 6.986273319853353e-07, 1.7783219163902686e-06, 0.9999953508377075]"
40,2,2,"[1.0886578834254173e-15, 9.218602059490877e-08, 0.9999998807907104, 1.5661170502286403e-25]"
41,1,1,"[2.1438621899960708e-07, 0.9999972581863403, 1.0197439247183748e-11, 2.488675818312913e-06]"
42,0,0,"[1.0, 3.0651703397666097e-09, 3.312410770477635e-14, 4.0134215691965745e-16]"
43,2,2,"[4.684477174790808e-15, 1.1072756040785958e-14, 1.0, 2.3803567107345925e-19]"
44,2,2,"[2.6058125513372943e-05, 2.9638494349754074e-12, 0.9999738931655884, 4.580631663905765e-13]"
45,2,2,"[3.215409926163315e-12, 1.7037852728662983e-07, 0.9999998807907104, 2.9343030782946755e-10]"
46,0,0,"[0.9997145533561707, 5.717557094442327e-09, 0.00028535028104670346, 1.1864064219935244e-07]"
47,2,2,"[1.0759030288909344e-07, 2.8879993882457988e-11, 0.9999998807907104, 2.1161481901673322e-26]"
48,1,1,"[1.634821092011407e-05, 0.9999836683273315, 8.283412150644764e-11, 1.9110732996097113e-09]"
49,2,2,"[8.96496706758636e-16, 3.4869149345695405e-08, 0.9999998807907104, 1.3837863832577568e-07]"
50,2,2,"[0.00022494100267067552, 4.402080271307658e-18, 0.9997751116752625, 1.5374063189161656e-28]"
51,2,2,"[5.543175575439818e-05, 1.0983873366399166e-08, 0.9999445676803589, 9.077534842872507e-19]"
52,3,3,"[1.7123456075296417e-07, 5.38204631084227e-07, 5.43818856613143e-08, 0.9999991655349731]"
53,1,1,"[1.7228121056492296e-12, 0.9999881982803345, 1.1787633411586285e-05, 2.771438722959374e-08]"
54,2,2,"[4.624908511718928e-10, 2.0549437707018114e-09, 1.0, 1.2099025236025326e-16]"
55,3,3,"[3.5222484651153962e-12, 1.0235812197834093e-08, 1.4423606623306662e-12, 1.0]"
56,3,3,"[8.493865610859075e-10, 7.295074465218931e-05, 5.056097961642081e-06, 0.9999220371246338]"
57,1,1,"[8.17453749135666e-09, 0.9999945163726807, 2.8415308994667043e-10, 5.529974259843584e-06]"
58,2,2,"[1.9321353214829306e-24, 1.4351025429818496e-23, 1.0, 8.305757474517232e-34]"
