,pred,true,pred prob
0,1,1,"[6.558990683846638e-37, 1.0, 5.550990439875947e-14, 4.1563925634591214e-09]"
1,1,1,"[9.47225444747346e-08, 0.9999998807907104, 2.7906292832113877e-09, 6.524831785981178e-09]"
2,3,3,"[3.613592224210103e-21, 1.480787261698424e-07, 4.455327598407166e-06, 0.9999954700469971]"
3,0,0,"[1.0, 7.644820669556128e-20, 2.541014273993447e-12, 1.2685481996644438e-15]"
4,1,1,"[6.43152184058615e-20, 1.0, 8.811136820163767e-10, 3.947832512285476e-12]"
5,2,2,"[6.625753030675696e-07, 1.3212358724451478e-15, 0.9999992847442627, 1.0886413777988509e-21]"
6,1,1,"[4.8103011067723855e-05, 0.9999518394470215, 7.1272909449304755e-12, 3.588832247873597e-13]"
7,2,2,"[9.15338022934066e-14, 5.331973404465451e-11, 1.0, 6.97455912726125e-21]"
8,1,1,"[2.8749455073528996e-12, 1.0, 2.625817563384203e-09, 8.422697261867285e-11]"
9,1,1,"[1.9135191905661486e-05, 0.9999808073043823, 7.880750496624955e-10, 5.839327599233002e-08]"
10,1,1,"[8.804387655392251e-20, 0.9999978542327881, 1.9842882892362468e-08, 2.0987101834180066e-06]"
11,3,3,"[2.9244833221753197e-09, 8.318511390825734e-05, 2.2356164208758855e-06, 0.9999145269393921]"
12,3,3,"[1.9104466272845677e-11, 2.160024104025382e-10, 3.4051858222028386e-08, 1.0]"
13,3,3,"[2.7807914193545e-07, 1.0815743856085192e-09, 4.887771784534145e-11, 0.9999997615814209]"
14,2,2,"[6.88336445676431e-14, 1.0087034752359614e-05, 0.9999898672103882, 3.8137851987585236e-08]"
15,2,2,"[1.0124839331665377e-20, 2.546923560942105e-09, 1.0, 1.3828495784240177e-15]"
16,2,2,"[8.966566933388265e-10, 1.9776571207330562e-06, 0.9999654293060303, 3.259773802710697e-05]"
17,1,1,"[3.126135689288795e-14, 0.9999998807907104, 6.295776617051829e-13, 1.1737223815089237e-07]"
