,pred,true,pred prob
0,1,1,"[0.000730824307538569, 0.9345847964286804, 0.008734543807804585, 0.05594979599118233]"
1,0,0,"[0.5871971249580383, 0.14308534562587738, 0.009252243675291538, 0.2604652941226959]"
2,3,3,"[0.009707141667604446, 0.06547217071056366, 0.012169277295470238, 0.9126514792442322]"
3,3,3,"[0.0027220197953283787, 0.17366613447666168, 0.0015404527075588703, 0.822071373462677]"
4,2,2,"[0.02391967549920082, 0.05200133100152016, 0.9176036715507507, 0.006475414149463177]"
5,1,1,"[0.04457066208124161, 0.8625503182411194, 0.0061574941501021385, 0.08672158420085907]"
6,2,2,"[0.13793262839317322, 0.12552791833877563, 0.5885301232337952, 0.14800934493541718]"
7,0,0,"[0.8398646116256714, 0.11725392937660217, 0.03703407570719719, 0.005847385618835688]"
8,2,2,"[0.36270585656166077, 0.05235879123210907, 0.5823880434036255, 0.002547319047152996]"
9,2,2,"[0.11737371236085892, 0.025059577077627182, 0.8252787590026855, 0.03228792920708656]"
10,3,3,"[0.00029969390016049147, 0.02576662041246891, 0.012334572151303291, 0.9615991115570068]"
11,2,2,"[0.009497017599642277, 0.06728427112102509, 0.9160243272781372, 0.00719441520050168]"
12,2,2,"[0.2794095277786255, 0.09134215116500854, 0.6160954833030701, 0.013152790255844593]"
13,1,1,"[0.0031936075538396835, 0.8679056167602539, 0.026287177577614784, 0.10261362046003342]"
14,1,1,"[0.0034572454169392586, 0.9360826015472412, 0.04510999470949173, 0.01535019464790821]"
15,2,2,"[0.18190300464630127, 0.06002812460064888, 0.7383851408958435, 0.019683819264173508]"
16,0,0,"[0.925493597984314, 0.0039003542624413967, 0.07050042599439621, 0.00010561900126049295]"
17,1,1,"[0.0772414579987526, 0.8622229695320129, 0.015155649743974209, 0.045379888266325]"
18,3,3,"[0.01367450226098299, 0.004762760363519192, 0.006161465309560299, 0.9754011631011963]"
19,2,2,"[0.021251751109957695, 0.002057048724964261, 0.9562827348709106, 0.02040848135948181]"
20,2,2,"[0.015596524812281132, 0.1771300882101059, 0.7909089922904968, 0.016364391893148422]"
21,3,3,"[0.1360350102186203, 0.17528213560581207, 0.019713357090950012, 0.668969452381134]"
22,0,0,"[0.8735554814338684, 0.09169752150774002, 0.022975118830800056, 0.011771895922720432]"
23,2,2,"[0.004640079569071531, 0.1991470456123352, 0.7771564722061157, 0.019056374207139015]"
24,1,1,"[6.405650492524728e-05, 0.7602605819702148, 0.045511454343795776, 0.19416387379169464]"
25,1,1,"[0.08623334765434265, 0.8607243299484253, 0.005291951820254326, 0.04775038734078407]"
26,1,1,"[0.031197212636470795, 0.648126482963562, 0.10235820710659027, 0.21831803023815155]"
27,1,1,"[0.3146827220916748, 0.5365591049194336, 0.013955248519778252, 0.13480287790298462]"
28,3,3,"[0.00012526652426458895, 0.03964509814977646, 0.00022741621069144458, 0.9600022435188293]"
29,2,2,"[0.13539816439151764, 0.003355775261297822, 0.8608097434043884, 0.0004363373445812613]"
30,2,2,"[0.06911461055278778, 0.04131665453314781, 0.8561816811561584, 0.03338705375790596]"
31,3,3,"[0.0005657190340571105, 0.026125334203243256, 0.0044608525931835175, 0.9688480496406555]"
32,1,1,"[0.03097071871161461, 0.9240053296089172, 0.004216841887682676, 0.04080714285373688]"
33,2,2,"[0.2778371572494507, 0.19645671546459198, 0.4201200306415558, 0.10558605939149857]"
34,3,3,"[0.011148564517498016, 0.04626783728599548, 0.004721686244010925, 0.9378618597984314]"
35,3,3,"[0.0008557155379094183, 0.09112372994422913, 0.007892315275967121, 0.900128185749054]"
36,2,2,"[0.004015584941953421, 0.04068484157323837, 0.9521269798278809, 0.003172548720613122]"
37,3,3,"[0.0009511131211183965, 0.057693421840667725, 0.024562355130910873, 0.9167930483818054]"
38,2,2,"[0.2387785166501999, 0.07658925652503967, 0.4129854738712311, 0.27164679765701294]"
39,0,0,"[0.8454959988594055, 0.07337623834609985, 0.05458328500390053, 0.02654455043375492]"
40,2,2,"[0.032049912959337234, 0.033845625817775726, 0.89348965883255, 0.04061480984091759]"
41,0,0,"[0.5286157727241516, 0.24654756486415863, 0.19259460270404816, 0.03224209323525429]"
42,0,0,"[0.8061896562576294, 0.12641184031963348, 0.040054820477962494, 0.027343614026904106]"
43,2,2,"[0.009083179756999016, 0.10533800721168518, 0.5737649202346802, 0.31181392073631287]"
44,2,2,"[0.03338465839624405, 0.11288978904485703, 0.8487353324890137, 0.004990315996110439]"
