,pred,true,pred prob
0,1,1,"[0.0002441326214466244, 0.9388959407806396, 0.0017780541675165296, 0.05908193439245224]"
1,0,0,"[0.9548960328102112, 0.044991105794906616, 2.411998502793722e-05, 8.867514407029375e-05]"
2,1,1,"[0.00021125290368217975, 0.9218050241470337, 0.05302330106496811, 0.02496047131717205]"
3,1,1,"[0.002533963415771723, 0.9716102480888367, 0.018604237586259842, 0.007251543924212456]"
4,3,3,"[0.0009201692882925272, 0.17754799127578735, 0.06658927351236343, 0.7549425959587097]"
5,3,3,"[0.0022931264247745275, 0.09204195439815521, 0.01526159979403019, 0.8904033899307251]"
6,1,1,"[0.004212457686662674, 0.9952675104141235, 0.00013057052274234593, 0.0003895037225447595]"
7,1,1,"[0.002202780684456229, 0.93836909532547, 0.012377999722957611, 0.047050125896930695]"
8,2,2,"[0.0005209032096900046, 0.05792225897312164, 0.8485257029533386, 0.09303109347820282]"
9,0,0,"[0.8442983627319336, 0.15000870823860168, 0.005038819275796413, 0.0006541024777106941]"
10,1,1,"[0.0016596190398558974, 0.8460873961448669, 0.028397712856531143, 0.12385522574186325]"
11,3,3,"[0.00027058529667556286, 0.031684309244155884, 0.0033152345567941666, 0.964729905128479]"
12,3,3,"[0.008495206013321877, 0.07574713975191116, 0.17023921012878418, 0.7455184459686279]"
13,1,1,"[0.00011948975588893518, 0.9592230319976807, 0.023774735629558563, 0.016882751137018204]"
14,3,3,"[6.444621703849407e-06, 0.011689860373735428, 0.05685499683022499, 0.9314486384391785]"
15,2,2,"[0.07975959777832031, 0.04920058324933052, 0.8589269518852234, 0.012112782336771488]"
16,3,3,"[0.0003122992638964206, 0.02678650990128517, 0.0037421765737235546, 0.9691590070724487]"
17,0,0,"[0.691127359867096, 0.10170882195234299, 0.20452305674552917, 0.0026408329140394926]"
18,3,3,"[0.007320478558540344, 0.12169018387794495, 0.01674915850162506, 0.8542401790618896]"
19,3,3,"[0.005176561418920755, 0.06964918226003647, 0.07681504637002945, 0.848359227180481]"
20,2,2,"[0.09629987180233002, 0.040998220443725586, 0.8618219494819641, 0.000879900879226625]"
21,0,0,"[0.9651718735694885, 0.0016009110258892179, 0.03322521597146988, 1.964150897038053e-06]"
22,2,2,"[0.0002691812696866691, 0.01773711107671261, 0.94587641954422, 0.036117371171712875]"
23,0,0,"[0.9394050240516663, 0.012274019420146942, 0.02609954960644245, 0.022221451625227928]"
24,2,2,"[3.2674520298314746e-06, 0.0030179580207914114, 0.9966821074485779, 0.0002965983876492828]"
25,1,1,"[0.014001690782606602, 0.9755609035491943, 0.0012785436119884253, 0.009158884175121784]"
26,2,2,"[0.007304377853870392, 0.4454410672187805, 0.5453988909721375, 0.0018556782742962241]"
27,3,3,"[0.22906598448753357, 0.016828153282403946, 0.00811879150569439, 0.745987057685852]"
28,3,1,"[0.0019280522828921676, 0.38982242345809937, 0.032480526715517044, 0.5757690072059631]"
29,2,2,"[0.0377894826233387, 0.06679588556289673, 0.8708860874176025, 0.02452857792377472]"
30,1,1,"[0.000394094007788226, 0.9936601519584656, 0.00579995708540082, 0.00014580039714928716]"
