,pred,true,pred prob
0,1,1,"[0.00038592907367274165, 0.4054603576660156, 0.28617653250694275, 0.30797716975212097]"
1,3,3,"[6.792473868699744e-05, 0.10176319628953934, 0.2332296073436737, 0.664939284324646]"
2,2,2,"[2.839766239048913e-05, 0.028578687459230423, 0.9243181943893433, 0.04707469791173935]"
3,1,3,"[0.0013990389415994287, 0.49988213181495667, 0.25631269812583923, 0.24240604043006897]"
4,1,1,"[0.046466413885354996, 0.6435450315475464, 0.20862498879432678, 0.10136360675096512]"
5,2,2,"[0.0013768118806183338, 0.0010081628570333123, 0.9975981116294861, 1.697239167697262e-05]"
6,0,0,"[0.9876076579093933, 0.005602268502116203, 0.00674894405528903, 4.1096252971328795e-05]"
7,2,2,"[0.026429634541273117, 0.05322276055812836, 0.8972352743148804, 0.023112351074814796]"
8,0,0,"[0.9297451376914978, 0.031119516119360924, 0.00338219222612679, 0.035753149539232254]"
9,0,2,"[0.5542802214622498, 0.33562803268432617, 0.09855635464191437, 0.01153539214283228]"
10,3,3,"[0.00017214921535924077, 0.20536747574806213, 0.11893896013498306, 0.6755214333534241]"
11,1,1,"[0.0022591815795749426, 0.9594826102256775, 0.02809807099401951, 0.010160080157220364]"
12,3,3,"[8.83346456248546e-06, 0.1601959466934204, 0.05052241310477257, 0.7892728447914124]"
13,2,2,"[0.06297967582941055, 0.0013272499199956656, 0.9356470108032227, 4.5990225771674886e-05]"
14,2,2,"[3.979793837061152e-05, 0.296612411737442, 0.5510289669036865, 0.1523188203573227]"
15,0,0,"[0.9031882882118225, 0.08494594693183899, 0.010611026547849178, 0.0012547271326184273]"
16,2,2,"[0.0003762367705348879, 0.03517309948801994, 0.9499719738960266, 0.014478705823421478]"
17,3,3,"[0.003619077382609248, 0.11966834962368011, 0.00389078538864851, 0.8728217482566833]"
18,3,3,"[0.0008228181395679712, 0.06552796065807343, 6.708979344693944e-05, 0.9335821270942688]"
19,1,1,"[0.005097375717014074, 0.8467514514923096, 0.12015574425458908, 0.027995450422167778]"
20,2,0,"[0.04369279369711876, 0.011721367947757244, 0.943722128868103, 0.000863699009642005]"
21,1,1,"[0.0010597500950098038, 0.5044907331466675, 0.4534604847431183, 0.0409889854490757]"
22,3,3,"[0.001769924070686102, 0.01312627550214529, 0.007041063625365496, 0.9780626893043518]"
23,1,1,"[0.005965413060039282, 0.7285372018814087, 0.02325371280312538, 0.2422437220811844]"
24,2,1,"[0.06331206858158112, 0.1353619396686554, 0.7454004883766174, 0.05592551454901695]"
25,1,1,"[0.008969085291028023, 0.7976082563400269, 0.004181191325187683, 0.18924149870872498]"
26,3,3,"[0.005429182201623917, 0.0416397787630558, 0.00683028856292367, 0.9461007714271545]"
27,0,0,"[0.6848461031913757, 0.25728800892829895, 0.05674739554524422, 0.0011184598552063107]"
28,1,1,"[0.0010159190278500319, 0.9713313579559326, 0.01809641905128956, 0.009556322358548641]"
29,0,1,"[0.7293596863746643, 0.19233301281929016, 0.07581708580255508, 0.002490126760676503]"
30,3,1,"[0.00023110373876988888, 0.01769605278968811, 0.03099900111556053, 0.9510738253593445]"
31,1,1,"[0.0006313965423032641, 0.6858131885528564, 0.29178932309150696, 0.02176603674888611]"
32,0,0,"[0.7391607165336609, 0.011691456660628319, 0.24913343787193298, 1.4406151422008406e-05]"
33,2,2,"[6.297562504187226e-05, 0.11658884584903717, 0.853426456451416, 0.029921695590019226]"
34,3,3,"[8.45296926854644e-06, 0.439618319272995, 0.08858054876327515, 0.47179263830184937]"
35,3,3,"[0.0003291215398348868, 0.10723211616277695, 0.1304132044315338, 0.7620255351066589]"
36,1,2,"[0.0008810490253381431, 0.8126886487007141, 0.16146546602249146, 0.02496485598385334]"
37,1,1,"[0.028542760759592056, 0.571609377861023, 0.3855344355106354, 0.014313449151813984]"
38,2,2,"[0.008008681237697601, 0.0016502017388120294, 0.990314781665802, 2.6305069695808925e-05]"
39,2,2,"[0.001402545371092856, 0.33351558446884155, 0.643585205078125, 0.02149665355682373]"
40,2,2,"[0.001541791600175202, 0.09903021156787872, 0.8971185088157654, 0.002309430856257677]"
41,2,2,"[0.04780202731490135, 0.00480515044182539, 0.9473446607589722, 4.823275958187878e-05]"
42,2,2,"[0.0344112254679203, 0.06782533973455429, 0.8972309827804565, 0.0005324400262907147]"
